Number_of_seats,Longitude,Latitude
40,144.958659766,-37.8231216
200,144.958659766,-37.8231216
260,144.958659766,-37.8231216
415,144.958659766,-37.8231216
64,144.958659766,-37.8231216
120,144.958659766,-37.8231216
204,144.952378166,-37.82539976
40,144.952378166,-37.82539976
85,144.952378166,-37.82539976
468,144.952378166,-37.82539976
44,144.952378166,-37.82539976
32,144.952378166,-37.82539976
152,144.952378166,-37.82539976
40,144.952378166,-37.82539976
33,144.952378166,-37.82539976
68,144.952378166,-37.82539976
100,144.952378166,-37.82539976
150,144.953499536,-37.82437522
80,144.950333624,-37.82409303
142,144.950333624,-37.82409303
40,144.950333624,-37.82409303
150,144.950333624,-37.82409303
75,144.958342705,-37.82559019
75,144.958342705,-37.82559019
350,144.959776722,-37.82385364
25,144.961291575,-37.82386992
80,144.960740742,-37.82491492
40,144.963582588,-37.82348388
110,144.963252998,-37.82376394
40,144.966881327,-37.82169186
12,144.966605486,-37.82241845
18,144.966258173,-37.82261379
50,144.967565268,-37.82140276
86,144.98037326,-37.83016862
200,144.98037326,-37.83016862
200,144.98037326,-37.83016862
200,144.973071877,-37.83039643
42,144.981699565,-37.83431735
16,144.981945096,-37.83430009
21,144.982036375,-37.83431435
8,144.982036375,-37.83431435
22,144.982267458,-37.8343508
130,144.982663985,-37.84633593
40,144.982663985,-37.84633593
40,144.958804025,-37.78289944
30,144.955671929,-37.79525038
8,144.955962812,-37.79854141
80,144.955040425,-37.79885182
36,144.94007242,-37.78124103
10,144.947935426,-37.77810281
20,144.949547052,-37.79372054
45,144.949547052,-37.79372054
118,144.951438414,-37.78428795
34,144.951438414,-37.78428795
50,144.954158687,-37.82020557
30,144.950998076,-37.81379938
30,144.952339303,-37.81815358
32,144.952339303,-37.81815358
38,144.952339303,-37.81815358
20,144.952339303,-37.81815358
8,144.951186974,-37.81501701
45,144.951186974,-37.81501701
98,144.951186974,-37.81501701
52,144.951186974,-37.81501701
16,144.951186974,-37.81501701
17,144.944961224,-37.81396231
15,144.944961224,-37.81396231
42,144.944961224,-37.81396231
16,144.947536819,-37.81486994
28,144.947536819,-37.81486994
16,144.949373283,-37.81733574
64,144.947217028,-37.81817241
20,144.947217028,-37.81817241
14,144.947217028,-37.81817241
18,144.947217028,-37.81817241
6,144.947217028,-37.81817241
12,144.947217028,-37.81817241
12,144.947217028,-37.81817241
23,144.949017584,-37.8179209
35,144.949017584,-37.8179209
70,144.947975346,-37.81925128
60,144.947975346,-37.81925128
70,144.947975346,-37.81925128
30,144.947975346,-37.81925128
28,144.950258355,-37.81864992
70,144.950258355,-37.81864992
150,144.950258355,-37.81864992
26,144.950258355,-37.81864992
68,144.951576474,-37.82019801
20,144.951576474,-37.82019801
38,144.948951868,-37.81914692
62,144.948951868,-37.81914692
370,144.949821295,-37.81921016
50,144.950091316,-37.82068417
50,144.950091316,-37.82068417
35,144.949434482,-37.82089145
24,144.949832514,-37.82131457
56,144.945122428,-37.81888389
28,144.945122428,-37.81888389
10,144.943118831,-37.81977079
34,144.943968999,-37.81927362
22,144.943968999,-37.81927362
6,144.943459934,-37.82044558
8,144.943459934,-37.82044558
10,144.943788132,-37.82092615
20,144.944683285,-37.81993587
50,144.944683285,-37.81993587
27,144.94576457,-37.82205878
128,144.94576457,-37.82205878
35,144.94576457,-37.82205878
92,144.94576457,-37.82205878
10,144.945294845,-37.81711584
12,144.945830478,-37.821044
8,144.945830478,-37.821044
78,144.945046856,-37.82100104
24,144.945046856,-37.82100104
16,144.945066137,-37.81970479
6,144.942505863,-37.82059451
15,144.943933232,-37.82163104
90,144.94126142,-37.81460533
60,144.942139052,-37.81434525
18,144.942139052,-37.81434525
120,144.942139052,-37.81434525
30,144.940659357,-37.8149263
60,144.940659357,-37.8149263
18,144.940659357,-37.8149263
190,144.941842125,-37.81515588
200,144.941405128,-37.81534111
50,144.941405128,-37.81534111
120,144.93905574,-37.81518961
110,144.938176844,-37.81533509
36,144.940199439,-37.81427742
20,144.940199439,-37.81427742
15,144.940199439,-37.81427742
70,144.942989653,-37.81354367
90,144.939410658,-37.81220939
30,144.93785733,-37.81317061
45,144.93785733,-37.81317061
40,144.93785733,-37.81317061
200,144.93785733,-37.81317061
26,144.93785733,-37.81317061
35,144.93785733,-37.81317061
100,144.93785733,-37.81317061
80,144.935632206,-37.81223234
16,144.941196711,-37.81308483
50,144.941196711,-37.81308483
163,144.936752195,-37.81174834
55,144.936752195,-37.81174834
54,144.936752195,-37.81174834
28,144.952548578,-37.82290353
22,144.952548578,-37.82290353
10,144.940961696,-37.78974399
80,144.92863306,-37.79404162
24,144.928699457,-37.79404908
6,144.929315319,-37.79409415
40,144.92999325,-37.79392952
6,144.929929281,-37.79360999
14,144.929915413,-37.79353782
24,144.935841786,-37.79145621
28,144.956518458,-37.82099397
164,144.95898964,-37.8204728
40,144.96893493,-37.8186592
80,144.969917344,-37.81784448
100,144.969917344,-37.81784448
10,144.956601684,-37.81988484
18,144.956601684,-37.81988484
70,144.956601684,-37.81988484
12,144.95643524,-37.82024711
94,144.956888375,-37.8196249
20,144.956888375,-37.8196249
40,144.955242123,-37.82050677
12,144.958272131,-37.81974184
100,144.959510564,-37.81943285
16,144.959510564,-37.81943285
23,144.961133932,-37.81848797
16,144.961779921,-37.81822749
20,144.963491031,-37.81775826
170,144.962854894,-37.81789895
70,144.964353715,-37.81807489
16,144.962437489,-37.81798973
8,144.962437489,-37.81798973
6,144.962437489,-37.81798973
80,144.962529863,-37.81819275
50,144.962577278,-37.81829599
28,144.964881634,-37.81729894
7,144.96509499,-37.8176365
6,144.96509499,-37.8176365
3,144.966302751,-37.81685974
6,144.966302751,-37.81685974
44,144.965902811,-37.81706291
68,144.965902811,-37.81706291
12,144.965902811,-37.81706291
60,144.965902811,-37.81706291
35,144.965902811,-37.81706291
35,144.965484392,-37.81710105
70,144.965484392,-37.81710105
18,144.965484392,-37.81710105
28,144.965484392,-37.81710105
18,144.965484392,-37.81710105
60,144.965348402,-37.81769553
6,144.965626371,-37.81760781
4,144.965626371,-37.81760781
7,144.965997337,-37.81752037
140,144.966353204,-37.81733219
24,144.967022998,-37.817356
2,144.966704086,-37.81674222
35,144.966704086,-37.81674222
150,144.968676834,-37.81618641
40,144.968375104,-37.81635789
14,144.968542869,-37.81663861
19,144.967694595,-37.81676378
14,144.972041157,-37.81584246
19,144.972041157,-37.81584246
100,144.971726234,-37.81546152
15,144.971726234,-37.81546152
302,144.971222828,-37.81543506
20,144.971222828,-37.81543506
8,144.971103906,-37.81553247
12,144.970964312,-37.81556733
8,144.970834369,-37.81560646
120,144.970399824,-37.81568875
53,144.970158531,-37.81573536
36,144.970158531,-37.81573536
30,144.971154442,-37.81600001
125,144.971370697,-37.81593915
120,144.971473512,-37.81589712
20,144.970291159,-37.8161284
136,144.971675651,-37.81587663
140,144.973292423,-37.81489476
12,144.972512308,-37.81506474
16,144.973980142,-37.8150568
20,144.972720932,-37.81546181
150,144.972720932,-37.81546181
20,144.955210542,-37.81936788
55,144.954883061,-37.81970048
10,144.955727485,-37.81902044
6,144.955727485,-37.81902044
23,144.955727485,-37.81902044
11,144.955727485,-37.81902044
20,144.955727485,-37.81902044
26,144.955727485,-37.81902044
175,144.954690043,-37.81929312
31,144.954690043,-37.81929312
46,144.958548373,-37.8184145
140,144.958118497,-37.81853877
12,144.958118497,-37.81853877
15,144.961113132,-37.81745677
56,144.95986867,-37.8180082
188,144.960828296,-37.81778076
250,144.962788841,-37.81722704
6,144.962788841,-37.81722704
16,144.962788841,-37.81722704
10,144.963823141,-37.81662708
12,144.963897061,-37.81719967
44,144.965474418,-37.81664469
16,144.965474418,-37.81664469
16,144.965596578,-37.8166033
4,144.965596578,-37.8166033
7,144.965596578,-37.8166033
12,144.965596578,-37.8166033
8,144.965596578,-37.8166033
25,144.966330419,-37.81584477
6,144.966330419,-37.81584477
300,144.965651073,-37.81635062
35,144.966200688,-37.81642646
42,144.966622781,-37.8163275
160,144.968289171,-37.81563788
80,144.967706573,-37.81546678
20,144.967706573,-37.81546678
50,144.970749815,-37.81492031
10,144.970749815,-37.81492031
12,144.97372009,-37.81372702
72,144.973462201,-37.81377997
125,144.973355177,-37.81383756
80,144.972628061,-37.81430616
40,144.972628061,-37.81430616
80,144.972628061,-37.81430616
60,144.972628061,-37.81430616
100,144.972628061,-37.81430616
10,144.954350497,-37.81867545
36,144.954350497,-37.81867545
7,144.95494399,-37.81850425
12,144.955424432,-37.81836574
18,144.95490538,-37.81802782
12,144.95490538,-37.81802782
6,144.95490538,-37.81802782
12,144.95490538,-37.81802782
6,144.954365851,-37.81818484
20,144.954365851,-37.81818484
181,144.95747321,-37.81753383
100,144.95747321,-37.81753383
22,144.95747321,-37.81753383
50,144.957798945,-37.81719649
60,144.960522519,-37.81642893
85,144.96064227,-37.81669009
5,144.959442031,-37.81730302
20,144.959996472,-37.81679183
50,144.96008589,-37.81638559
36,144.959550046,-37.81660734
82,144.959550046,-37.81660734
202,144.95912177,-37.81674543
60,144.9617186,-37.81629382
32,144.962184429,-37.81615528
8,144.963343329,-37.81611256
12,144.963343329,-37.81611256
88,144.963497917,-37.81592157
22,144.963497917,-37.81592157
20,144.963293833,-37.81554941
48,144.963293833,-37.81554941
8,144.963293833,-37.81554941
14,144.962984386,-37.81570426
12,144.962984386,-37.81570426
4,144.962984386,-37.81570426
8,144.962984386,-37.81570426
6,144.962984386,-37.81570426
16,144.962811579,-37.81581721
14,144.964466158,-37.81529155
12,144.964899879,-37.81536587
74,144.965657674,-37.81541957
6,144.964173256,-37.81573222
37,144.964173256,-37.81573222
6,144.965225524,-37.8150755
70,144.964225445,-37.81528948
32,144.965777374,-37.81507697
10,144.965777374,-37.81507697
18,144.965777374,-37.81507697
16,144.965777374,-37.81507697
70,144.967453743,-37.81479918
150,144.967847569,-37.81450301
120,144.967094317,-37.81447237
252,144.970722631,-37.81360963
8,144.970722631,-37.81360963
68,144.970722631,-37.81360963
50,144.970722631,-37.81360963
80,144.970722631,-37.81360963
200,144.969767589,-37.8136886
8,144.969767589,-37.8136886
137,144.972117238,-37.81324914
14,144.972472416,-37.81346244
6,144.972708347,-37.81342593
6,144.973257529,-37.81314231
10,144.973257529,-37.81314231
60,144.972393245,-37.81279876
20,144.972393245,-37.81279876
110,144.971695319,-37.81309819
28,144.973183634,-37.81260039
12,144.973183634,-37.81260039
72,144.955227955,-37.81686695
70,144.955352548,-37.81740928
4,144.953929301,-37.81777221
50,144.957813229,-37.81636534
35,144.957813229,-37.81636534
200,144.956407818,-37.81703156
21,144.956773994,-37.81695942
40,144.956773994,-37.81695942
6,144.956773994,-37.81695942
12,144.957088037,-37.81686865
8,144.957088037,-37.81686865
40,144.960188611,-37.81547268
300,144.960110088,-37.81596878
15,144.960110088,-37.81596878
68,144.960636631,-37.81581152
60,144.960540869,-37.81549904
12,144.962944218,-37.81491505
30,144.962944218,-37.81491505
50,144.962944218,-37.81491505
120,144.962020651,-37.81551671
12,144.962020651,-37.81551671
70,144.962638849,-37.81528248
132,144.961620991,-37.81534187
57,144.961298825,-37.81565401
50,144.964012089,-37.81488175
18,144.964012089,-37.81488175
63,144.965685132,-37.81429892
4,144.967968428,-37.81310923
6,144.967968428,-37.81310923
50,144.967526312,-37.81323955
30,144.966597773,-37.81376503
65,144.966597773,-37.81376503
25,144.966597773,-37.81376503
38,144.966597773,-37.81376503
12,144.966597773,-37.81376503
25,144.967156757,-37.81384227
8,144.967580651,-37.81390779
35,144.967427538,-37.81355434
34,144.967427538,-37.81355434
63,144.968563185,-37.81294598
50,144.968416792,-37.81298798
23,144.970109239,-37.81281454
56,144.970109239,-37.81281454
20,144.970109239,-37.81281454
100,144.970109239,-37.81281454
100,144.970109239,-37.81281454
24,144.970109239,-37.81281454
12,144.970109239,-37.81281454
4,144.968975254,-37.81350285
35,144.968975254,-37.81350285
15,144.968975254,-37.81350285
44,144.972047244,-37.81193572
82,144.972047244,-37.81193572
16,144.971905282,-37.8119837
60,144.971905282,-37.8119837
30,144.971565895,-37.81212537
80,144.971565895,-37.81212537
100,144.971449934,-37.81227429
110,144.971040446,-37.81217956
16,144.970902925,-37.812234
14,144.971107549,-37.8124026
100,144.972924488,-37.81199352
24,144.954713712,-37.81627484
20,144.955325349,-37.81622847
30,144.955260023,-37.81608475
16,144.955232224,-37.81602499
120,144.955205101,-37.81596556
110,144.955081526,-37.81569596
200,144.953590199,-37.81663038
39,144.95610726,-37.81571392
12,144.95610726,-37.81571392
106,144.95675564,-37.81550891
75,144.955696598,-37.8156735
80,144.955624348,-37.81551353
250,144.955624348,-37.81551353
26,144.957392295,-37.81531863
16,144.957392295,-37.81531863
30,144.957392295,-37.81531863
16,144.95838651,-37.8152735
10,144.959464119,-37.81506553
50,144.959599813,-37.81486162
10,144.959967616,-37.81482935
12,144.95904425,-37.81456798
80,144.960224328,-37.8146799
30,144.959985676,-37.81452036
60,144.959968677,-37.81428585
8,144.961756238,-37.81416355
4,144.962547959,-37.81354034
20,144.962547959,-37.81354034
45,144.962547959,-37.81354034
32,144.961405265,-37.8142907
100,144.961314179,-37.81409153
40,144.961266444,-37.81398752
42,144.96199262,-37.81358649
75,144.96199188,-37.81374372
12,144.961393696,-37.81379622
40,144.961204291,-37.8138513
10,144.960680401,-37.81402844
45,144.961846248,-37.81381239
180,144.966876806,-37.81259409
46,144.966876806,-37.81259409
120,144.966876806,-37.81259409
10,144.966876806,-37.81259409
28,144.967282824,-37.81244678
40,144.967282824,-37.81244678
30,144.967282824,-37.81244678
32,144.967282824,-37.81244678
35,144.967688837,-37.81267583
20,144.965629127,-37.81282368
70,144.96847018,-37.81244856
50,144.968535938,-37.8120612
300,144.968857303,-37.81199769
15,144.968738686,-37.81235798
102,144.969548047,-37.81207418
12,144.970170319,-37.81194604
60,144.970170319,-37.81194604
90,144.970248485,-37.81191058
100,144.970047897,-37.8115871
30,144.968187862,-37.8122734
54,144.970847262,-37.81172969
11,144.970944255,-37.81170263
46,144.971075486,-37.81166963
20,144.972555432,-37.8112354
12,144.972555432,-37.8112354
160,144.972676047,-37.8112003
100,144.970931358,-37.81125144
70,144.970733275,-37.81151587
10,144.970733275,-37.81151587
50,144.971505892,-37.81083595
12,144.971505892,-37.81083595
120,144.971109237,-37.81101377
80,144.971109237,-37.81101377
18,144.972429051,-37.8109513
80,144.972429051,-37.8109513
55,144.972326594,-37.81072571
35,144.972412957,-37.81127672
33,144.972460742,-37.81126209
125,144.954969056,-37.81538904
20,144.953525599,-37.81537495
22,144.953525599,-37.81537495
40,144.953525599,-37.81537495
6,144.953525599,-37.81537495
14,144.953525599,-37.81537495
131,144.953525599,-37.81537495
30,144.953525599,-37.81537495
38,144.954571434,-37.81537501
128,144.955216626,-37.81459098
30,144.956643379,-37.81427826
40,144.95704074,-37.8146364
24,144.95704074,-37.8146364
18,144.95704074,-37.8146364
200,144.957144577,-37.81427717
12,144.959722941,-37.81392392
55,144.959907296,-37.81386746
30,144.959754264,-37.81355361
12,144.959754264,-37.81355361
30,144.959754264,-37.81355361
30,144.960969765,-37.81338298
60,144.960907988,-37.81323451
100,144.960866706,-37.8131434
56,144.961106124,-37.8130703
16,144.961214978,-37.81328955
20,144.961464811,-37.81291055
24,144.961464811,-37.81291055
30,144.961012112,-37.81288006
16,144.961012112,-37.81288006
50,144.960680905,-37.81303978
16,144.960680905,-37.81303978
150,144.961073524,-37.81359799
18,144.961073524,-37.81359799
30,144.960469742,-37.81352286
32,144.960469742,-37.81352286
26,144.960469742,-37.81352286
10,144.96383862,-37.812452
75,144.96383862,-37.812452
11,144.96383862,-37.812452
32,144.96383862,-37.812452
12,144.963127603,-37.81292437
80,144.964804327,-37.81244693
50,144.964778411,-37.81239263
90,144.964672749,-37.81216387
120,144.964648779,-37.81211394
100,144.964625414,-37.81206229
62,144.964602123,-37.81201046
55,144.964550958,-37.81190136
56,144.964531668,-37.81185964
16,144.966372602,-37.81181046
20,144.966848615,-37.81118709
80,144.966576514,-37.81128456
16,144.966576514,-37.81128456
40,144.966260883,-37.8114331
120,144.966217763,-37.81204327
110,144.966941961,-37.81186912
100,144.967130013,-37.8118553
55,144.967298431,-37.81169848
80,144.967298431,-37.81169848
22,144.967273374,-37.81164459
115,144.967036951,-37.81111923
40,144.96514735,-37.81181063
50,144.96534228,-37.8121468
80,144.967044898,-37.81172076
50,144.969584904,-37.81067091
10,144.969520631,-37.81051104
10,144.969451269,-37.81037184
118,144.969254113,-37.81049305
200,144.969119434,-37.81053336
20,144.969011096,-37.81056538
60,144.968530035,-37.81098009
100,144.968908466,-37.81131622
100,144.967644371,-37.81098272
120,144.967863225,-37.81158809
90,144.967863225,-37.81158809
113,144.970496185,-37.81055707
140,144.971182972,-37.81058999
21,144.972059425,-37.81012699
18,144.971835415,-37.80990475
40,144.954298289,-37.81392013
21,144.954298289,-37.81392013
15,144.954262107,-37.81381086
24,144.9526691,-37.81444613
20,144.9526691,-37.81444613
26,144.954822193,-37.81349786
28,144.954929364,-37.81372352
37,144.954929364,-37.81372352
18,144.955877918,-37.81385045
30,144.956421699,-37.81365662
4,144.956421699,-37.81365662
72,144.956397051,-37.81311232
40,144.956310499,-37.81323022
64,144.955565264,-37.81329521
12,144.956016943,-37.8134766
12,144.956016943,-37.8134766
41,144.956016943,-37.8134766
25,144.96039363,-37.81210735
80,144.960680453,-37.81213605
2,144.960530614,-37.81240787
40,144.960960722,-37.81235069
126,144.961134417,-37.81200936
84,144.961762556,-37.81212877
8,144.960341115,-37.81187439
60,144.960249864,-37.81190077
2,144.959946696,-37.81247757
78,144.959946696,-37.81247757
36,144.965703405,-37.810658
60,144.965703405,-37.810658
40,144.965703405,-37.810658
12,144.965703405,-37.810658
112,144.965703405,-37.810658
76,144.965703405,-37.810658
40,144.965703405,-37.810658
5,144.965703405,-37.810658
16,144.965703405,-37.810658
61,144.965703405,-37.810658
12,144.965703405,-37.810658
20,144.965703405,-37.810658
40,144.965703405,-37.810658
30,144.965703405,-37.810658
110,144.965703405,-37.810658
12,144.965703405,-37.810658
25,144.965703405,-37.810658
90,144.968906595,-37.80938323
16,144.967369658,-37.8105674
45,144.967159059,-37.81011116
24,144.970732474,-37.8091842
40,144.970732474,-37.8091842
9,144.970732474,-37.8091842
71,144.970732474,-37.8091842
6,144.970732474,-37.8091842
13,144.970732474,-37.8091842
8,144.970732474,-37.8091842
38,144.970732474,-37.8091842
100,144.955885532,-37.81244731
32,144.95495139,-37.81275166
38,144.955503875,-37.81299012
80,144.955503875,-37.81299012
90,144.956447373,-37.81270785
36,144.957360941,-37.81209046
40,144.961208129,-37.81067436
60,144.959861156,-37.81146107
90,144.960127408,-37.81115719
55,144.96086415,-37.81073635
10,144.959644337,-37.81107018
8,144.960948394,-37.81131629
18,144.962061306,-37.81084464
28,144.963018945,-37.81073332
18,144.963018945,-37.81073332
560,144.963018945,-37.81073332
49,144.963018945,-37.81073332
121,144.963018945,-37.81073332
25,144.963018945,-37.81073332
10,144.963018945,-37.81073332
25,144.963018945,-37.81073332
50,144.963018945,-37.81073332
6,144.963018945,-37.81073332
38,144.963018945,-37.81073332
58,144.963018945,-37.81073332
16,144.963018945,-37.81073332
330,144.963018945,-37.81073332
30,144.963018945,-37.81073332
44,144.963018945,-37.81073332
100,144.963996879,-37.81152964
4,144.963996879,-37.81152964
90,144.964263747,-37.8112271
10,144.964047289,-37.81076344
14,144.964144725,-37.8109685
80,144.965306046,-37.80976881
70,144.965306046,-37.80976881
60,144.965306046,-37.80976881
105,144.968828389,-37.80893166
8,144.968724398,-37.80874125
44,144.968704568,-37.80869914
60,144.968446311,-37.80913994
60,144.968590037,-37.8091536
16,144.953251448,-37.81166257
8,144.953598915,-37.81229604
24,144.953572318,-37.81223871
8,144.957114018,-37.81123723
18,144.957162071,-37.81071553
12,144.959277576,-37.81067976
130,144.959762901,-37.80988902
44,144.962074284,-37.8090975
20,144.961422589,-37.80953008
60,144.961451518,-37.80977165
100,144.961742902,-37.80944542
56,144.961816048,-37.80942322
50,144.961890412,-37.80940205
110,144.962515708,-37.80921753
40,144.962672428,-37.80917165
50,144.96321702,-37.80904283
76,144.964543557,-37.80818156
52,144.968173165,-37.80752222
90,144.956120205,-37.81032313
34,144.956662638,-37.80967008
152,144.957084864,-37.81004968
80,144.959996937,-37.80914343
10,144.960489084,-37.80911597
26,144.960343882,-37.80885861
32,144.960343882,-37.80885861
10,144.960236904,-37.80880991
20,144.959575453,-37.80904835
34,144.959575453,-37.80904835
50,144.959575453,-37.80904835
15,144.959575453,-37.80904835
18,144.959575453,-37.80904835
22,144.959575453,-37.80904835
25,144.958511636,-37.80897917
56,144.961762776,-37.80816923
102,144.961762776,-37.80816923
40,144.962693229,-37.80826292
60,144.951215528,-37.81046953
48,144.957205505,-37.80765748
6,144.957205505,-37.80765748
4,144.957205505,-37.80765748
24,144.957205505,-37.80765748
36,144.957205505,-37.80765748
8,144.959752952,-37.80781933
45,144.959791653,-37.80760291
2,144.958461338,-37.80788769
52,144.959969504,-37.807983
80,144.960349785,-37.80719768
20,144.960624517,-37.80783746
80,144.960816155,-37.80741949
160,144.961612591,-37.80752292
20,144.953642218,-37.82253633
164,144.953642218,-37.82253633
80,144.953642218,-37.82253633
10,144.953642218,-37.82253633
6,144.965533878,-37.79670704
17,144.965533878,-37.79670704
42,144.964899927,-37.79668021
50,144.96575408,-37.79725532
70,144.96575408,-37.79725532
50,144.965164007,-37.79780844
150,144.96672693,-37.79886072
60,144.96674101,-37.80004558
55,144.96674101,-37.80004558
120,144.96683821,-37.79947744
8,144.967041153,-37.79838828
45,144.967089768,-37.79822136
60,144.967079232,-37.79817948
80,144.967125796,-37.79777439
39,144.967228745,-37.79734681
35,144.966377831,-37.79685803
20,144.969095384,-37.79465838
6,144.96816453,-37.79698295
25,144.96939174,-37.79713752
30,144.97032084,-37.79692164
80,144.970426234,-37.79652005
21,144.969267895,-37.79777639
110,144.967837803,-37.79850638
140,144.968585617,-37.79858383
30,144.968178873,-37.79803089
50,144.967634654,-37.79832944
22,144.967634654,-37.79832944
55,144.96838408,-37.79752965
15,144.96838408,-37.79752965
60,144.968443772,-37.7989855
40,144.968443772,-37.7989855
56,144.967526446,-37.79887015
60,144.967473535,-37.79932164
24,144.96751044,-37.79953749
6,144.972419445,-37.79790085
15,144.971040549,-37.7960463
8,144.971174488,-37.79523278
50,144.971174488,-37.79523278
7,144.971168038,-37.79527787
20,144.971159358,-37.79532263
4,144.971159358,-37.79532263
20,144.971140463,-37.79543508
20,144.971140463,-37.79543508
20,144.971123102,-37.79553609
9,144.975134481,-37.79439894
12,144.958328703,-37.80169537
60,144.958328703,-37.80169537
10,144.95899845,-37.80052523
20,144.958820282,-37.80155731
115,144.958820282,-37.80155731
8,144.959235466,-37.80185711
24,144.959235466,-37.80185711
120,144.962208973,-37.80045792
5,144.963420586,-37.80059737
110,144.963382009,-37.80141859
25,144.963382009,-37.80141859
10,144.965103667,-37.80077102
40,144.965103667,-37.80077102
36,144.965103667,-37.80077102
30,144.964288539,-37.80099105
4,144.965626458,-37.80132569
20,144.965626458,-37.80132569
15,144.966410737,-37.80186402
15,144.966410737,-37.80186402
16,144.966445958,-37.80178513
30,144.966456893,-37.80171819
24,144.966469155,-37.80165695
40,144.966469155,-37.80165695
50,144.966476316,-37.80160598
60,144.966485571,-37.80156205
26,144.966496738,-37.80114228
42,144.966507058,-37.80109491
70,144.966672482,-37.80089707
16,144.96664988,-37.8010174
18,144.96665908,-37.80096704
16,144.965684077,-37.80080712
130,144.967236492,-37.80162591
100,144.967229083,-37.80169334
50,144.967229083,-37.80169334
6,144.967292678,-37.80262373
6,144.967335128,-37.80262561
18,144.96828683,-37.80482036
28,144.966813835,-37.803305
120,144.966723109,-37.803783
50,144.966699264,-37.80443778
30,144.966699264,-37.80443778
65,144.966699264,-37.80443778
30,144.966699264,-37.80443778
10,144.966699264,-37.80443778
22,144.966699264,-37.80443778
24,144.966699264,-37.80443778
30,144.966024133,-37.80415049
45,144.966034244,-37.80408996
100,144.966086501,-37.80384774
20,144.966098436,-37.80378356
60,144.966098436,-37.80378356
18,144.962784502,-37.80429344
42,144.961699359,-37.80322367
24,144.961699359,-37.80322367
70,144.960971697,-37.80335267
16,144.960971697,-37.80335267
12,144.961072921,-37.80239254
16,144.961335235,-37.80242146
14,144.960208817,-37.80290295
90,144.959127114,-37.8028778
8,144.958495486,-37.802788
64,144.960508646,-37.80570036
16,144.960508646,-37.80570036
60,144.962906795,-37.80475348
110,144.961940812,-37.80614561
60,144.961940812,-37.80614561
24,144.961947989,-37.80568588
24,144.964279087,-37.80543863
14,144.964366357,-37.80505972
4,144.963528246,-37.80483648
198,144.964175979,-37.8064973
71,144.9656988,-37.80619915
16,144.9656988,-37.80619915
20,144.965472957,-37.80671528
6,144.965526177,-37.80671734
60,144.966574715,-37.80530329
50,144.966441321,-37.80566982
100,144.968594372,-37.80578725
30,144.968594372,-37.80578725
10,144.961258541,-37.79738769
180,144.961258541,-37.79738769
24,144.961258541,-37.79738769
17,144.961258541,-37.79738769
22,144.961258541,-37.79738769
58,144.946696089,-37.79358682
15,144.938523038,-37.79589356
160,144.937226339,-37.79654153
12,144.946696482,-37.79823272
40,144.948550524,-37.79889904
35,144.948550524,-37.79889904
8,144.944463028,-37.80227413
12,144.949012705,-37.80479755
30,144.948970564,-37.80473152
18,144.949031589,-37.8047016
34,144.949042268,-37.80463699
24,144.948881766,-37.80430161
34,144.948906778,-37.80414139
12,144.949085094,-37.80412429
30,144.949083466,-37.80345572
12,144.949406231,-37.80260762
24,144.948475751,-37.80271264
14,144.948475751,-37.80271264
15,144.949722492,-37.80435713
12,144.94964661,-37.80471334
22,144.949568866,-37.80483255
60,144.949568866,-37.80483255
18,144.94958097,-37.80489366
12,144.949551728,-37.80497299
130,144.950145453,-37.80496737
70,144.953673548,-37.80422555
12,144.953696062,-37.80409478
28,144.953960628,-37.80542264
70,144.954054838,-37.8054362
200,144.954134063,-37.80544378
15,144.954338558,-37.80537801
10,144.954338558,-37.80537801
15,144.954763357,-37.80542551
150,144.956923011,-37.80560475
4,144.956459881,-37.80519938
60,144.957390174,-37.80580455
36,144.957390174,-37.80580455
16,144.957390174,-37.80580455
45,144.957390174,-37.80580455
60,144.957723683,-37.80583959
76,144.958123264,-37.80460732
20,144.958025914,-37.80418791
70,144.954497129,-37.80304782
14,144.950095597,-37.802235
100,144.949955732,-37.80287733
20,144.950189227,-37.80154511
12,144.955871268,-37.80140031
12,144.955200133,-37.80067769
50,144.955200133,-37.80067769
10,144.954319021,-37.79972971
8,144.954000446,-37.79936937
42,144.954000446,-37.79936937
10,144.953582617,-37.80037867
10,144.953582617,-37.80037867
8,144.953141014,-37.79878801
60,144.944447064,-37.80624547
8,144.945577973,-37.8080043
30,144.948597404,-37.80608976
4,144.949631306,-37.80538853
22,144.949631306,-37.80538853
60,144.949585114,-37.80538447
96,144.949466342,-37.80539923
25,144.951970351,-37.80566937
60,144.95136641,-37.80562951
20,144.951047536,-37.80556768
8,144.951047536,-37.80556768
24,144.947787033,-37.80811131
40,144.947787033,-37.80811131
20,144.948632876,-37.80883465
50,144.952039345,-37.80775631
12,144.952572509,-37.80739775
26,144.952572509,-37.80739775
55,144.955351111,-37.80759351
20,144.955423448,-37.80718433
6,144.954253727,-37.80781408
30,144.95168539,-37.80886049
48,144.949751484,-37.80931286
12,144.949250318,-37.80956913
90,144.949250318,-37.80956913
16,144.916507442,-37.80087212
30,144.93036433,-37.79956857
20,144.930071313,-37.79470943
15,144.92560965,-37.79223674
30,144.915521176,-37.78257294
8,144.915521176,-37.78257294
16,144.915521176,-37.78257294
600,144.990551102,-37.81061362
14,144.988711503,-37.81482183
140,144.988253231,-37.81638513
5,144.985591504,-37.81618515
6,144.985988917,-37.81609349
